8538ccb6853eb994e971ac1183ce49db,Die meisten Arbeitsunfälle passieren montags,NEON,http://www.neon.de/artikel/kaufen/produkte/die-meisten-arbeitsunfaelle-passieren-montags/1137681,de,https://uselessfacts.jsph.pl/api/v2/facts/8538ccb6853eb994e971ac1183ce49db
8e3bf6e05f11af3adaed3e1b815b43d4,"Die Farbe des Eiffelturm wird nach oben hin heller, damit der Turm größer wirkt.",NEON,http://www.neon.de/artikel/kaufen/produkte/die-farbe-des-eiffelturm-wird-nach-oben-hin-heller-damit-der-turm-groesser-wirkt/1062601,de,https://uselessfacts.jsph.pl/api/v2/facts/8e3bf6e05f11af3adaed3e1b815b43d4
cfa5859a0392794093e5290a3f7a917f,Mr. Spock hat die Blutgruppe T-Negativ,NEON,http://www.neon.de/artikel/kaufen/produkte/mr-spock-hat-die-blutgruppe-t-negativ/1021871,de,https://uselessfacts.jsph.pl/api/v2/facts/cfa5859a0392794093e5290a3f7a917f
8f93d90a6c1b6d8ef9e6dd2ae1212c11,Daniel Düsentrieb machte über 180 Erfindungen,NEON,http://www.neon.de/artikel/kaufen/produkte/daniel-duesentrieb-machte-ueber-180-erfindungen/1131885,de,https://uselessfacts.jsph.pl/api/v2/facts/8f93d90a6c1b6d8ef9e6dd2ae1212c11
66caaed7904973143a03531deb18613d,"»Psycho« war der erste Hollywoodfilm, der das Spülen einer Toilette zeigte",NEON,http://www.neon.de/artikel/kaufen/produkte/psycho-war-der-erste-hollywoodfilm-der-das-spuelen-einer-toilette-zeigte/1449214,de,https://uselessfacts.jsph.pl/api/v2/facts/66caaed7904973143a03531deb18613d
ee371df2a6f82217042aee926472793c,Der Soul-Sänger Aloe Blacc heißt eigentlich Egbert Nathaniel Dawkins III,NEON,http://www.neon.de/artikel/kaufen/produkte/der-soul-saenger-aloe-blacc-heisst-eigentlich-egbert-nathaniel-dawkins-iii/1113803,de,https://uselessfacts.jsph.pl/api/v2/facts/ee371df2a6f82217042aee926472793c
2b771556b5bc9d2f735be2d94434bb19,Papst Franziskus arbeitete früher als Rausschmeißer in einem Nachtclub in Buenos Aires,NEON,http://www.neon.de/artikel/kaufen/produkte/papst-franziskus-arbeitete-frueher-als-rausschmeisser-in-einem-nachtclub-in-buenos-aires/1443437,de,https://uselessfacts.jsph.pl/api/v2/facts/2b771556b5bc9d2f735be2d94434bb19
4d3cc4f9080e98f5b0f636c3a3954b29,"Die Münzen im Trevi-Brunnen, rund 100 000 Euro im Jahr, gehen an die Caritas.",NEON,http://www.neon.de/artikel/kaufen/reise/die-muenzen-im-trevi-brunnen-rund-100-000-euro-im-jahr-gehen-an-die-caritas/965975,de,https://uselessfacts.jsph.pl/api/v2/facts/4d3cc4f9080e98f5b0f636c3a3954b29
99ffa38a99fcf2b850a8ccd11b1774f2,Den höchsten Pro-Kopf-Verbrauch an Speiseeis in Europa haben die Finnen,NEON,http://www.neon.de/artikel/kaufen/produkte/den-hoechsten-pro-kopf-verbrauch-an-speiseeis-in-europa-haben-die-finnen/1137133,de,https://uselessfacts.jsph.pl/api/v2/facts/99ffa38a99fcf2b850a8ccd11b1774f2
c64f908f90633b572aad48f9b6f93e9f,Schwäne in England sind Eigentum der Königin,NEON,http://www.neon.de/artikel/kaufen/produkte/schwaene-in-england-sind-eigentum-der-koenigin/1448108,de,https://uselessfacts.jsph.pl/api/v2/facts/c64f908f90633b572aad48f9b6f93e9f
5e651df34f9402f19d1e9d78c355a8d1,Nordkoreanische Männer dürfen beim Friseur nur unter zehn Haarschnitten auswählen,NEON,http://www.neon.de/artikel/kaufen/produkte/nordkoreanische-maenner-duerfen-beim-friseur-nur-unter-zehn-haarschnitten-auswaehlen/1078375,de,https://uselessfacts.jsph.pl/api/v2/facts/5e651df34f9402f19d1e9d78c355a8d1
ae437924f987e07b19fdc52330c97c20,"Bundestagsabgeordnete müssen 50 Euro bezahlen, wenn sie an einer namentlichen Abstimmung nicht teilnehmen.",NEON,http://www.neon.de/artikel/kaufen/produkte/bundestagsabgeordnete-muessen-50-euro-bezahlen-wenn-sie-an-einer-namentlichen-abstimmung-nicht-teilnehmen/1036503,de,https://uselessfacts.jsph.pl/api/v2/facts/ae437924f987e07b19fdc52330c97c20
e431e6ed7cfca561208c2e9138dbfe7a,Coldplay-Fans gehen beim ersten Date seltener mit dem anderen ins Bett als Nirvana-Fans.,NEON,http://www.neon.de/artikel/kaufen/produkte/coldplay-fans-gehen-beim-ersten-date-seltener-mit-dem-anderen-ins-bett-als-nirvana-fans/996320,de,https://uselessfacts.jsph.pl/api/v2/facts/e431e6ed7cfca561208c2e9138dbfe7a
